6,1,-4,100.175,6,1,6,1,-4,100.175,6,1,6,1,-4,181,6,1,6,1,-4,192,6,1,4,1,0,0,6,0,cluster3
5,1,-2,-1,5,2,4,1,0,0,5,1,1,1,-2,-1,5,1,6,1,-4,100.199988,6,1,6,1,-4,100.199988,6,1,cluster22
1,1,-2,-1,5,1,6,1,-4,100.199902,6,1,6,1,-4,100.199805,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,3,1,0,0,6,0,34,2,0,0,6,0,0,0,0,0,0,0,cluster4
1,1,-5,-1,5,1,6,1,-4,100.199805,6,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,1,-1,1,1,6,1,-4,100.199219,6,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,-2,-1,5,1,6,1,-4,100.199976,6,1,6,1,-4,100.199902,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,-2,-1,5,1,6,1,-4,100.199951,6,1,6,1,-4,100.199902,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,-2,-1,5,1,6,1,-4,100.199219,6,1,6,1,-4,100.199902,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,6,1,-4,100.199902,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,-2,-1,5,1,6,1,-4,100.198438,6,1,6,1,-4,100.199902,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster2
5,1,-2,-1,5,2,3,1,0,0,6,1,34,2,0,0,6,1,3,1,0,0,6,1,6,1,-4,100.199805,6,1,cluster11
1,1,1,-1,1,1,6,1,-4,100.199219,6,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster14
5,1,-2,-1,5,2,6,1,-4,100.199219,6,2,4,1,0,0,6,1,6,1,-4,10,6,1,4,1,0,0,6,0,cluster12
1,1,1,-1,1,1,6,1,-4,100.199219,6,1,6,1,-4,100.199609,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,-2,-1,5,1,6,1,-4,100.199219,6,1,6,1,-4,100.199609,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,-2,-1,5,1,6,1,-4,100.199219,6,1,6,1,-4,100.199609,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,6,1,-4,100.199609,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.199219,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,-2,-1,5,1,1,1,-5,-1,5,1,6,1,-4,100.198438,5,1,4,1,0,0,5,0,0,0,0,0,0,0,cluster13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster14
1,1,-2,-1,5,1,1,1,-5,-1,5,1,1,1,-4,-1,5,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,cluster15
1,1,1,-1,1,1,3,1,0,0,6,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster9
1,1,1,-1,1,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster17
1,1,-2,-1,5,1,1,1,-5,-1,5,1,6,1,-4,100.198438,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster13
1,1,-1,-1,5,1,6,1,-4,100.196875,6,1,3,1,0,0,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster14
1,1,1,-1,1,1,6,1,-4,100.15,6,1,6,1,-4,100.196875,6,1,3,1,0,0,6,0,34,2,0,0,6,0,cluster19
34,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster2
1,1,-5,-1,5,1,1,1,-4,-1,5,1,6,1,-4,100.15,6,1,6,1,-4,100.196875,6,1,3,1,0,0,6,0,cluster15
6,1,-4,100.19375,6,1,6,1,-4,10,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster6
1,1,1,-1,1,1,5,1,-2,1,6,2,4,1,0,0,6,1,6,1,-4,100.1875,6,1,6,1,-4,100.1875,6,1,cluster5
6,1,-4,10,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster18
5,1,-2,-1,5,2,4,1,0,0,5,1,1,1,-2,-1,5,1,6,1,-4,100.175,6,1,6,1,-4,100.175,6,1,cluster22
4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster2
5,1,-2,-1,5,2,3,1,0,0,6,1,34,2,0,0,6,1,3,1,0,0,6,1,6,1,-4,192,6,1,cluster11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster14
5,1,-2,-1,5,2,3,1,0,0,6,1,34,2,0,0,6,1,3,1,0,0,6,0,34,2,0,0,6,0,cluster1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster14
5,1,-2,-1,5,2,3,1,0,0,5,1,34,2,0,0,5,1,3,1,0,0,5,0,34,2,0,0,5,0,cluster1
6,1,-4,192,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster18
5,1,-2,-1,5,2,3,1,0,0,5,1,34,2,0,0,5,1,3,1,0,0,5,1,1,1,-2,-1,5,1,cluster11
4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster14
4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster14
3,1,0,0,5,0,34,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster10
6,1,-4,192,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster18
5,1,-2,-1,5,2,3,1,0,0,6,1,34,2,0,0,6,1,3,1,0,0,6,1,34,2,0,0,6,1,cluster1
5,1,-2,-1,5,2,4,1,0,0,6,1,3,1,0,0,6,0,34,2,0,0,6,0,0,0,0,0,0,0,cluster16
1,1,-2,-1,5,1,3,1,0,0,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster6
1,1,1,-1,1,1,6,1,-4,100.15,6,1,3,1,0,0,6,1,4,1,0,0,6,0,0,0,0,0,0,0,cluster21
1,1,-2,-1,5,1,3,1,0,0,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster14
5,1,-2,-1,5,2,3,1,0,0,6,1,34,2,0,0,6,1,3,1,0,0,6,0,34,2,0,0,6,0,cluster1
4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster2
5,1,-5,-1,5,2,3,1,0,0,6,1,34,2,0,0,6,1,3,1,0,0,6,1,6,1,-4,10,6,1,cluster11
6,1,-4,10,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster18
1,1,-5,-1,5,1,5,1,-5,1,6,2,3,1,0,0,6,1,34,2,0,0,6,1,3,1,0,0,6,1,cluster8
1,1,-5,-1,5,1,3,1,0,0,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster6
3,1,0,0,6,0,34,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster10
1,1,-5,-1,5,1,2,1,-5,1,6,2,3,1,0,0,6,1,34,2,0,0,6,1,1,1,1,-1,1,1,cluster8
3,1,0,0,6,0,34,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster10
1,1,1,-1,1,1,6,1,-4,100.1,6,1,5,1,-2,-1,5,2,3,1,0,0,6,1,34,2,0,0,6,1,cluster7
