16,0,0,0,6,0,6,1,-4,100.19999999999418,6,1,1,1,1,-1,1,1,9,0,0,0,5,1,9,0,0,0,5,1
9,0,0,0,6,0,3,1,0,0,6,0,6,1,-4,100.19999999998835,6,0,16,0,0,0,6,1,9,0,0,0,6,2
9,0,0,0,5,0,9,0,0,0,5,0,5,1,-4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1
9,0,0,0,0,0,28,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1
9,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,1,1,-4,-1,0,0,9,0,0,0,6,1
46,0,0,0,0,0,46,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1
9,0,0,0,5,0,9,0,0,0,5,0,9,0,0,0,5,0,5,1,-4,1,5,0,0,0,0,0,0,0
9,0,0,0,6,0,37,0,0,0,6,0,9,0,0,0,5,1,9,0,0,0,5,1,13,0,0,0,5,1
9,0,0,0,0,0,23,0,0,0,0,0,25,0,0,0,0,1,9,0,0,0,5,1,9,0,0,0,5,1
16,0,0,0,7,0,25,0,0,0,7,1,9,0,0,0,7,1,23,0,0,0,7,1,25,0,0,0,7,2
16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,6,0,26,0,0,0,6,0,25,0,0,0,6,1,1,1,1,-1,1,1,9,0,0,0,5,1
9,0,0,0,7,0,9,0,0,0,7,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,7,0,9,0,0,0,7,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,7,0,9,0,0,0,7,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,28,0,0,0,0,0,25,0,0,0,0,1,9,0,0,0,7,1,10,0,0,0,7,1
9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,6,0,6,1,-4,100.19999999990686,6,1,6,1,-4,100.19980468749999,6,1,1,1,1,-1,1,1,9,0,0,0,5,1
33,0,0,0,4,0,9,0,0,0,4,1,9,0,0,0,4,1,9,0,0,0,4,1,9,0,0,0,4,1
9,0,0,0,5,0,9,0,0,0,5,0,9,0,0,0,5,0,9,0,0,0,5,0,43,0,0,0,5,0
9,0,0,0,5,0,9,0,0,0,5,0,9,0,0,0,5,0,43,0,0,0,5,0,9,0,0,0,5,0
9,0,0,0,6,0,9,0,0,0,6,0,13,0,0,0,6,0,9,0,0,0,6,1,9,0,0,0,6,1
