111770,6,666440,-1111021030.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-41,2,-47,-1041051,10,1,77777700,8,44444400,106107108109110.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-72110,5,4866990,-1111110,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,-4,180,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777770,7,6444440,-1112149113170114.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5517770,7,4464440,-1461021114115116.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,-4,179,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,3,444,117160114,6,1,5170,4,4640,-11411160,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-721110,6,4706700,-11110,14,2,90,2,40,1180,14,1,770,3,440,1192470,14,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,-64,-1169,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,4,6440,-11200,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,40,1110,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,4,6440,-11211200,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2,-44,1122,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,3,440,1211230,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,40,1210,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,3,440,1211240,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,-4,125126,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,-4,125127,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,-4,125128,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7770,4,4440,1211601290.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777770,6,444440,130107131124.0,6,2,-4177770,7,41144440,-1221242149132133.0,6,1,777770,6,444440,242165149165134.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7770,4,4440,1211601350.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,-4,-1,6,2,-417702000,8,4644012600.0,-1221242010.0,6,1,77770,5,44440,1361301070.0,6,1,779,3,-444,131124122,6,1,72000,4,4126000,-2421000,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7770,4,4440,1371361260.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,40,1380,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,-4,-1,6,2,-417702000,8,4644012600.0,-1221242010.0,6,1,777770,7,444440,1361301070.0,6,1,7772,4,-44412,-1311242421.0,6,1,-4172000,6,464126000,-1221242100.0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,3,440,1382130,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-311107,6,13124404,-11110126,13,1,7702009,6,-4406004,-1370100139.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-31119,5,-1312424,-1111126,15,1,7770200,6,44404600,-1370100,15,2,770,3,440,1402330,7,1,400,2,400,14100,7,0,0,0,0,0,0,0
115177770,9,664644440.0,-1.1122114214314414e+170,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,-44,146147112148149.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2111,4,-461246,-1111,9,2,77777770,8,44444440,1.5015111211315212e+200,9,1,777070,6,444040,1541310152.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2,-44,154155,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,40,1110,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7411110,7,44161710,-1111561111.0,15,2,557770,6,444440,105120157149158.0,7,1,775590,6,444440,149157106105.0159,6,0,0,0,0,0,0,0,0,0,0,0,0,0
-741111,6,-4412166,-1111601111.0,15,2,180,3,12110,-100,7,1,87700,5,164400,16100,16,0,0,0,0,0,0,0,0,0,0,0,0,0
